"Concordance between the North American Industry Classification System (NAICS) Canada 2017 Version 3.0 and the International Standard Industrial Classification (ISIC), Rev. 4",,,,
NAICS Canada 2017 Version 3.0 Code,NAICS Canada 2017 Version 3.0 Title,ISIC Rev. 4 Code,ISIC Rev. 4 Title,Explanatory Notes
811111,General automotive repair,G4520*,Maintenance and repair of motor vehicles,General automotive repair
811112,Automotive exhaust system repair,G4520*,Maintenance and repair of motor vehicles,Automotive exhaust system repair
811119,Other automotive mechanical and electrical repair and maintenance,G4520*,Maintenance and repair of motor vehicles,"Specialized automotive repairs (e.g., brakes, air-conditioning, transmissions)"
811121,"Automotive body, paint and interior repair and maintenance",C2920*,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,"Custom fabrication of trailer bodies and custom conversion of vans in a shop, rather than a factory"
811121,"Automotive body, paint and interior repair and maintenance",G4520*,Maintenance and repair of motor vehicles,Automotive body and upholstery shops
811122,Automotive glass replacement shops,G4520*,Maintenance and repair of motor vehicles,Automotive glass replacement shops
811192,Car washes,G4520*,Maintenance and repair of motor vehicles,Car washes
811199,All other automotive repair and maintenance,G4520*,Maintenance and repair of motor vehicles,"Automotive repair and maintenance n.e.c. (e.g., lubricating service; undercoating)"
811199,All other automotive repair and maintenance,M7120*,Technical testing and analysis,Automobile emissions inspection services and safety inspection services
811210,Electronic and precision equipment repair and maintenance,C3312*,Repair of machinery,"Repair of office machinery (except computers); weighing equipment repair and maintenance (i.e., electronic scales)"
811210,Electronic and precision equipment repair and maintenance,C3313*,Repair of electronic and optical equipment,"Industrial process control equipment, cameras (including digital, GPS), repairs"
811210,Electronic and precision equipment repair and maintenance,S9511,Repair of computers and peripheral equipment,
811210,Electronic and precision equipment repair and maintenance,S9512,Repair of communication equipment,
811210,Electronic and precision equipment repair and maintenance,S9521*,Repair of consumer electronics,"Public address systems and cellphone, repairing"
811310,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,C3311*,Repair of fabricated metal products,Repair of fabricated metal products
811310,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,C3312*,Repair of machinery,Commercial and industrial machinery repair n.e.c.
811310,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,C3313*,Repair of electronic and optical equipment,Repair of pulse generators
811310,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,C3314,Repair of electrical equipment,
811310,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,C3315*,"Repair of transport equipment, except motor vehicles","Shopping cart repair, service"
811310,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,C3319*,Repair of other equipment,"Repair of miscellaneous commercial and industrial equipment (e.g., fertilizer and chemical storage bags, fish nets, parking meter and other commercial timing equipment)"
811310,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,N8129*,Other building and industrial cleaning activities,Cleaning industrial machinery
811411,Home and garden equipment repair and maintenance,C3312*,Repair of machinery,Repair of power-driven handtools
811411,Home and garden equipment repair and maintenance,S9522*,Repair of household appliances and home and garden equipment,Except repair of power-driven handtools
811412,Appliance repair and maintenance,S9522*,Repair of household appliances and home and garden equipment,Appliance repair and maintenance
811420,Reupholstery and furniture repair,S9524*,Repair of furniture and home furnishings,Reupholstery and furniture repair
811430,Footwear and leather goods repair,S9523*,Repair of footwear and leather goods,Footwear and leather goods repair
811490,Other personal and household goods repair and maintenance,C3311*,Repair of fabricated metal products,Gunsmithing
811490,Other personal and household goods repair and maintenance,C3312*,Repair of machinery,Repair of bowling alley equipment
811490,Other personal and household goods repair and maintenance,C3315*,"Repair of transport equipment, except motor vehicles","Canoe, kayak and similar watercraft, repairing; repairing horse-drawn wagon"
811490,Other personal and household goods repair and maintenance,C3319*,Repair of other equipment,"Bowling pins, refinishing or repairing"
811490,Other personal and household goods repair and maintenance,G4540*,"Sale, maintenance and repair of motorcycles and related parts and accessories","Motorcycles, repairing"
811490,Other personal and household goods repair and maintenance,S9522*,Repair of household appliances and home and garden equipment,"Motor, outboard or inboard, repair and maintenance only"
